"Nome do projeto","OrbitGestão"
"Intervalo de datas","02/20/2026 00:00 - 05/20/2026 23:59"


"URL visitada começa com","https://orbitgestao.com.br/"

"Exibições de página","18104"
"Total de cliques","27144"

"Métrica","Click"

"Classificar","Botão","Cliques"," % de cliques"
"521","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(2)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__image:nth-of-type(2)>DIV.platform-panel__mockup-main:nth-of-type(1)>DIV.pp-mock:nth-of-type(1)>DIV.pp-mock__body:nth-of-type(2)>DIV.pp-mock__flow:nth-of-type(2)>DIV.pp-mock__flow-step:nth-of-type(5)","1","0,00%"
"522","#olivia>DIV.container:nth-of-type(1)>DIV.olivia-intro:nth-of-type(1)>DIV:nth-of-type(2)>P:nth-of-type(1)","1","0,00%"
"523","#waPhones>DIV.wa-device:nth-of-type(3)>DIV.wa-device__frame:nth-of-type(1)>DIV.wa-chat:nth-of-type(3)>DIV.wa-row.wa-row--right.wa-row--hidden:nth-of-type(2)>DIV.wa-bubble.wa-bubble--green:nth-of-type(1)","1","0,00%"
"524","#manifesto>DIV.container:nth-of-type(1)","1","0,00%"
"525","#reframe>DIV.container:nth-of-type(1)>DIV.reframe-journey:nth-of-type(2)>DIV.roda:nth-of-type(1)>DIV.roda__scene:nth-of-type(1)>DIV.roda__wheel:nth-of-type(1)>DIV.roda__spinner:nth-of-type(1)>DIV.roda__arm:nth-of-type(2)>DIV.roda__card:nth-of-type(1)>P:nth-of-type(1)","1","0,00%"
"526","#contato-form>DIV.container:nth-of-type(1)>DIV.cta-form-grid:nth-of-type(1)>DIV.cta-form-card:nth-of-type(2)>DIV.form-card-header:nth-of-type(1)>H3:nth-of-type(1)","1","0,00%"
"527","HTML>BODY:nth-of-type(1)>DIV:nth-of-type(2)>SECTION.mkt-section:nth-of-type(4)>DIV.container:nth-of-type(2)>DIV.mkt-cards:nth-of-type(2)>DIV.mkt-card:nth-of-type(2)>DIV.mkt-card__footer:nth-of-type(2)>DIV.mkt-card__source:nth-of-type(1)","1","0,00%"
"528","#reframe>DIV.container:nth-of-type(1)>DIV.reframe-journey:nth-of-type(2)>DIV.reframe-phase.reframe-phase--win:nth-of-type(3)>DIV.reframe-phase__steps.reframe-orbit-steps:nth-of-type(2)>DIV.reframe-orbit-card:nth-of-type(1)>DIV.reframe-orbit-card__scene:nth-of-type(2)","1","0,00%"
"529","HTML>BODY:nth-of-type(1)>DIV:nth-of-type(2)>DIV.mobile-menu:nth-of-type(2)>DIV.mobile-menu__body:nth-of-type(2)>DIV.mobile-menu__dropdown:nth-of-type(2)>BUTTON.mobile-menu__dropdown-toggle:nth-of-type(1)>SPAN:nth-of-type(1)","1","0,00%"
"530","#lead-form>DIV.form-group:nth-of-type(4)","1","0,00%"
"531","HTML>BODY:nth-of-type(1)>DIV:nth-of-type(2)>FOOTER.footer:nth-of-type(1)>DIV.container:nth-of-type(1)>DIV.footer-grid:nth-of-type(1)>DIV.footer-column:nth-of-type(3)>UL:nth-of-type(1)>LI:nth-of-type(6)>A:nth-of-type(1)","1","0,00%"
"532","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(7)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__text:nth-of-type(1)>A.btn.btn-primary:nth-of-type(1)","1","0,00%"
"533","#heroRotate","1","0,00%"
"534","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(8)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__text:nth-of-type(1)","1","0,00%"
"535","#custo>DIV.container:nth-of-type(1)>DIV.cost-grid:nth-of-type(2)>DIV.cost-card.cost-card--orbit:nth-of-type(3)>DIV.cost-item:nth-of-type(2)","1","0,00%"
"536","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(4)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__text:nth-of-type(1)>P:nth-of-type(1)","1","0,00%"
"537","#reframe>DIV.container:nth-of-type(1)>DIV.reframe-journey:nth-of-type(2)>DIV.roda:nth-of-type(1)>DIV.roda__scene:nth-of-type(1)>DIV.roda__wheel:nth-of-type(1)>DIV.roda__spinner:nth-of-type(1)>DIV.roda__arm:nth-of-type(1)>DIV.roda__card:nth-of-type(1)>P:nth-of-type(1)","1","0,00%"
"538","#reframe>DIV.container:nth-of-type(1)>DIV.reframe-journey:nth-of-type(2)>DIV.roda:nth-of-type(1)>DIV.roda__scene:nth-of-type(1)>DIV.roda__wheel:nth-of-type(1)>DIV.roda__hub:nth-of-type(2)>DIV.roda__hub-outer:nth-of-type(1)>DIV.roda__hub-inner:nth-of-type(1)>I.fas.fa-infinity:nth-of-type(1)","1","0,00%"
"539","#platformDock>BUTTON.dock-item:nth-of-type(7)","1","0,00%"
"540","HTML>BODY:nth-of-type(1)>DIV:nth-of-type(2)>SECTION.mkt-section:nth-of-type(4)>DIV.container:nth-of-type(2)>DIV.mkt-cards:nth-of-type(2)>DIV.mkt-card:nth-of-type(3)>DIV.mkt-card__footer:nth-of-type(2)>DIV.mkt-card__date:nth-of-type(2)","1","0,00%"
"541","#waPhones>DIV.wa-device:nth-of-type(2)>DIV.wa-device__frame:nth-of-type(1)>DIV.wa-chat:nth-of-type(3)>DIV.wa-row.wa-row--right.wa-row--hidden:nth-of-type(2)>DIV.wa-bubble.wa-bubble--green:nth-of-type(1)>P:nth-of-type(1)","1","0,00%"
"542","HTML>BODY:nth-of-type(1)>DIV:nth-of-type(2)>HEADER.header:nth-of-type(1)>DIV.container:nth-of-type(1)>UL.nav-menu:nth-of-type(1)>LI:nth-of-type(3)>DIV.dropdown.dropdown--sm:nth-of-type(1)>DIV.dropdown__links:nth-of-type(1)","1","0,00%"
"543","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(11)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__text:nth-of-type(1)>UL.platform-panel__features:nth-of-type(1)>LI:nth-of-type(1)","1","0,00%"
"544","HTML>BODY:nth-of-type(1)>DIV:nth-of-type(2)>HEADER.header:nth-of-type(1)>DIV.container:nth-of-type(1)>UL.nav-menu:nth-of-type(1)>LI:nth-of-type(3)>DIV.dropdown.dropdown--sm:nth-of-type(1)>DIV.dropdown__links:nth-of-type(1)>A:nth-of-type(2)>DIV.dd-icon:nth-of-type(1)>I.fas.fa-star:nth-of-type(1)","1","0,00%"
"545","#custo>DIV.container:nth-of-type(1)>DIV.cost-grid:nth-of-type(2)>DIV.cost-card.cost-card--orbit:nth-of-type(3)>DIV.cost-item:nth-of-type(2)>SPAN.cost-item__label:nth-of-type(1)","1","0,00%"
"546","#hiwCinema>DIV.hiw-cinema__step:nth-of-type(4)>DIV.hiw-cinema__card:nth-of-type(2)>DIV.hiw-cinema__scene.hiw-scene-validate:nth-of-type(2)>DIV.hiw-validate-screen:nth-of-type(1)>DIV.hiw-validate-list:nth-of-type(2)>DIV.hiw-validate-item:nth-of-type(4)","1","0,00%"
"547","HTML>BODY:nth-of-type(1)>DIV:nth-of-type(2)>FOOTER.footer:nth-of-type(1)>DIV.container:nth-of-type(1)>DIV.footer-grid:nth-of-type(1)>DIV.footer-column:nth-of-type(3)>UL:nth-of-type(1)>LI:nth-of-type(2)","1","0,00%"
"548","#hiwCinema>DIV.hiw-cinema__step:nth-of-type(3)>DIV.hiw-cinema__card:nth-of-type(2)>DIV.hiw-cinema__text:nth-of-type(1)","1","0,00%"
"549","HTML>BODY:nth-of-type(1)>DIV:nth-of-type(2)>HEADER.header:nth-of-type(1)>DIV.container:nth-of-type(1)>UL.nav-menu:nth-of-type(1)>LI:nth-of-type(3)>DIV.dropdown.dropdown--sm:nth-of-type(1)>DIV.dropdown__links:nth-of-type(1)>A:nth-of-type(1)>DIV.dd-icon:nth-of-type(1)>I.fas.fa-newspaper:nth-of-type(1)","1","0,00%"
"550","#planos-preview>DIV.container:nth-of-type(2)>DIV:nth-of-type(3)>DIV:nth-of-type(1)>DIV:nth-of-type(2)>DIV:nth-of-type(2)","1","0,00%"
"551","#depoimentos>DIV.container:nth-of-type(1)>DIV.testi-columns:nth-of-type(2)>DIV.testi-column.testi-column--lg:nth-of-type(3)>DIV.testi-scroll:nth-of-type(1)>DIV.testi-card:nth-of-type(3)>P.testi-quote:nth-of-type(1)","1","0,00%"
"552","HTML>BODY:nth-of-type(1)>DIV:nth-of-type(2)>FOOTER.footer:nth-of-type(1)>DIV.container:nth-of-type(1)>DIV.footer-grid:nth-of-type(1)>DIV.footer-column:nth-of-type(4)>UL:nth-of-type(1)>LI:nth-of-type(2)>A:nth-of-type(1)","1","0,00%"
"553","HTML>BODY:nth-of-type(1)>DIV:nth-of-type(2)>SECTION.stats-banner:nth-of-type(11)","1","0,00%"
"554","#knowledgeGrid>DIV.knowledge-card:nth-of-type(4)>DIV.knowledge-card__image:nth-of-type(1)>IMG:nth-of-type(1)","1","0,00%"
"555","#solucoes>DIV.container:nth-of-type(1)","1","0,00%"
"556","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(6)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__text:nth-of-type(1)>A.btn.btn-primary:nth-of-type(1)","1","0,00%"
"557","HTML>BODY:nth-of-type(1)>DIV:nth-of-type(2)>HEADER.header:nth-of-type(1)>DIV.container:nth-of-type(1)>UL.nav-menu:nth-of-type(1)>LI:nth-of-type(3)>DIV.dropdown.dropdown--sm:nth-of-type(1)>DIV.dropdown__links:nth-of-type(1)>A:nth-of-type(2)>DIV.dd-text:nth-of-type(2)","1","0,00%"
"558","#planos-preview>DIV.container:nth-of-type(2)>DIV:nth-of-type(3)>DIV:nth-of-type(3)>DIV:nth-of-type(3)","1","0,00%"
"559","#orbitHub>DIV.orbit-hub__node:nth-of-type(12)","1","0,00%"
"560","#waPhones>DIV.wa-device:nth-of-type(2)>DIV.wa-device__frame:nth-of-type(1)>DIV.wa-chat:nth-of-type(3)>DIV.wa-row.wa-row--left.wa-row--hidden:nth-of-type(5)>DIV.wa-bubble.wa-bubble--dark:nth-of-type(1)","1","0,00%"
"561","#solucoes>DIV.container:nth-of-type(1)>DIV:nth-of-type(2)>DIV:nth-of-type(1)>DIV:nth-of-type(6)>A:nth-of-type(1)>DIV:nth-of-type(1)>SPAN:nth-of-type(1)","1","0,00%"
"562","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(12)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__text:nth-of-type(1)>H3:nth-of-type(1)","1","0,00%"
"563","#hiwCinema>DIV.hiw-cinema__step:nth-of-type(4)>DIV.hiw-cinema__card:nth-of-type(2)>DIV.hiw-cinema__scene.hiw-scene-validate:nth-of-type(2)>DIV.hiw-validate-screen:nth-of-type(1)>DIV.hiw-validate-list:nth-of-type(2)>DIV.hiw-validate-item:nth-of-type(1)>SPAN.hiw-validate-item__badge.hiw-validate-item__badge--ok:nth-of-type(2)","1","0,00%"
"564","#depoimentos>DIV.container:nth-of-type(1)>DIV.testi-columns:nth-of-type(2)>DIV.testi-column:nth-of-type(1)>DIV.testi-scroll:nth-of-type(1)>DIV.testi-card:nth-of-type(2)>DIV.testi-author:nth-of-type(1)>DIV.testi-info:nth-of-type(2)>DIV.testi-name:nth-of-type(1)","1","0,00%"
"565","#depoimentos>DIV.container:nth-of-type(1)>DIV.testi-columns:nth-of-type(2)>DIV.testi-column.testi-column--lg:nth-of-type(3)>DIV.testi-scroll:nth-of-type(1)","1","0,00%"
"566","HTML>BODY:nth-of-type(1)>DIV:nth-of-type(2)>SECTION.faq-section.section--light:nth-of-type(15)>DIV.container:nth-of-type(1)>DIV.faq-list:nth-of-type(2)>DETAILS.faq-item:nth-of-type(3)>DIV.faq-item__answer:nth-of-type(1)","1","0,00%"
"567","#conhecimento>DIV.container:nth-of-type(1)>DIV.section-header:nth-of-type(1)>H2:nth-of-type(1)>SPAN.highlight:nth-of-type(1)","1","0,00%"
"568","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(3)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__image:nth-of-type(2)>DIV.platform-panel__mockup-main:nth-of-type(1)>DIV.pp-mock:nth-of-type(1)>DIV.pp-mock__body:nth-of-type(2)>DIV.pp-mock__label:nth-of-type(1)","1","0,00%"
"569","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(5)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__image:nth-of-type(2)>DIV.platform-panel__mockup-main:nth-of-type(1)>DIV.pp-mock:nth-of-type(1)>DIV.pp-mock__body:nth-of-type(2)","1","0,00%"
"570","#solucoes>DIV.container:nth-of-type(1)>DIV:nth-of-type(2)>DIV:nth-of-type(1)>DIV:nth-of-type(12)>A:nth-of-type(1)>IMG:nth-of-type(1)","1","0,00%"
"571","#waPhones>DIV.wa-device:nth-of-type(2)>DIV.wa-device__frame:nth-of-type(1)>DIV.wa-chat:nth-of-type(3)>DIV.wa-typing:nth-of-type(6)>DIV.wa-typing__bubble:nth-of-type(1)","1","0,00%"
"572","#custo>DIV.container:nth-of-type(1)>DIV.cost-grid:nth-of-type(2)>DIV.cost-vs:nth-of-type(2)","1","0,00%"
"573","HTML>BODY:nth-of-type(1)>DIV:nth-of-type(2)>SECTION.faq-section.section--light:nth-of-type(15)>DIV.container:nth-of-type(1)>DIV.faq-list:nth-of-type(2)>DETAILS.faq-item:nth-of-type(4)>DIV.faq-item__answer:nth-of-type(1)>P:nth-of-type(1)","1","0,00%"
"574","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(2)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__image:nth-of-type(2)>DIV.platform-panel__mockup-main:nth-of-type(1)>DIV.pp-mock:nth-of-type(1)>DIV.pp-mock__body:nth-of-type(2)>DIV.pp-mock__doc:nth-of-type(4)>DIV.pp-mock__doc-line:nth-of-type(3)","1","0,00%"
"575","#waPhones>DIV.wa-device:nth-of-type(3)>DIV.wa-device__frame:nth-of-type(1)>DIV.wa-chat:nth-of-type(3)>DIV.wa-row.wa-row--right.wa-row--hidden:nth-of-type(4)>DIV.wa-bubble.wa-bubble--green:nth-of-type(1)>SPAN.wa-bubble__meta:nth-of-type(1)","1","0,00%"
"576","#orbitHub>DIV.orbit-hub__node:nth-of-type(2)","1","0,00%"
"577","#reframe>DIV.container:nth-of-type(1)>DIV.reframe-journey:nth-of-type(2)>DIV.reframe-phase.reframe-phase--win:nth-of-type(3)>DIV.reframe-phase__steps.reframe-orbit-steps:nth-of-type(2)>DIV.reframe-orbit-card:nth-of-type(3)>DIV.reframe-orbit-card__text:nth-of-type(1)","1","0,00%"
"578","#solucoes>DIV.container:nth-of-type(1)>DIV:nth-of-type(2)>DIV:nth-of-type(1)>DIV:nth-of-type(7)>A:nth-of-type(1)>DIV:nth-of-type(1)","1","0,00%"
"579","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(11)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__text:nth-of-type(1)>UL.platform-panel__features:nth-of-type(1)>LI:nth-of-type(2)","1","0,00%"
"580","#plataforma>DIV.container:nth-of-type(1)>DIV.one-platform__header.revealed:nth-of-type(1)","1","0,00%"
"581","#reframe>DIV.container:nth-of-type(1)>DIV.reframe-journey:nth-of-type(2)>DIV.reframe-phase.reframe-phase--win:nth-of-type(3)>DIV.reframe-phase__steps.reframe-orbit-steps:nth-of-type(2)>DIV.reframe-orbit-card:nth-of-type(3)","1","0,00%"
"582","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(9)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__text:nth-of-type(1)>P:nth-of-type(1)","1","0,00%"
"583","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(4)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__text:nth-of-type(1)>A.btn.btn-primary:nth-of-type(1)","1","0,00%"
"584","#orbitHub>DIV.orbit-hub__node:nth-of-type(12)>DIV.orbit-hub__node-label:nth-of-type(2)","1","0,00%"
"585","#planos-preview>DIV.container:nth-of-type(2)>DIV:nth-of-type(3)>DIV:nth-of-type(3)>DIV:nth-of-type(3)>DIV:nth-of-type(2)>SPAN:nth-of-type(2)","1","0,00%"
"586","#orbitHub>DIV.orbit-hub__node:nth-of-type(11)>DIV.orbit-node-card:nth-of-type(4)>DIV.orbit-node-card__tags:nth-of-type(5)>SPAN.orbit-node-card__tag:nth-of-type(3)","1","0,00%"
"587","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(6)>DIV.platform-panel__content:nth-of-type(1)","1","0,00%"
"588","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(10)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__text:nth-of-type(1)>A.btn.btn-primary:nth-of-type(1)","1","0,00%"
"589","#waArrowRight","1","0,00%"
"590","#orbitHub>DIV.orbit-hub__node:nth-of-type(10)","1","0,00%"
"591","#hiwCinema>DIV.hiw-cinema__step:nth-of-type(5)>DIV.hiw-cinema__card.hiw-cinema__card--final:nth-of-type(2)>DIV.hiw-cinema__scene.hiw-scene-launch:nth-of-type(2)>DIV.hiw-rocket-container:nth-of-type(1)>DIV.hiw-rocket:nth-of-type(1)","1","0,00%"
"592","HTML>BODY:nth-of-type(1)>DIV:nth-of-type(2)>HEADER.header:nth-of-type(1)>DIV.container:nth-of-type(1)>UL.nav-menu:nth-of-type(1)>LI:nth-of-type(1)>DIV.dropdown.dropdown--lg:nth-of-type(1)","1","0,00%"
"593","#agentes>DIV:nth-of-type(1)>P:nth-of-type(1)","1","0,00%"
"594","#home>DIV.container:nth-of-type(3)>DIV.hero-zoom__header:nth-of-type(1)>DIV.hero-zoom__credentials:nth-of-type(2)>DIV.hero-zoom__credential:nth-of-type(3)>SPAN:nth-of-type(1)","1","0,00%"
"595","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(12)>DIV.platform-panel__content:nth-of-type(1)","1","0,00%"
"596","#solucoes>DIV.container:nth-of-type(1)>DIV:nth-of-type(2)>DIV:nth-of-type(1)>DIV:nth-of-type(12)>A:nth-of-type(1)>DIV:nth-of-type(1)>H3:nth-of-type(1)","1","0,00%"
"597","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(10)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__text:nth-of-type(1)","1","0,00%"
"598","#planos-preview>DIV.container:nth-of-type(2)>DIV:nth-of-type(4)>DIV:nth-of-type(1)>DIV:nth-of-type(1)>DIV:nth-of-type(1)>STRONG:nth-of-type(1)","1","0,00%"
"599","#depoimentos>DIV.container:nth-of-type(1)>DIV.testi-columns:nth-of-type(2)>DIV.testi-column.testi-column--md:nth-of-type(2)>DIV.testi-scroll:nth-of-type(1)>DIV.testi-card:nth-of-type(4)>DIV.testi-author:nth-of-type(1)","1","0,00%"
"600","#hiwCinema>DIV.hiw-cinema__step:nth-of-type(2)>DIV.hiw-cinema__card:nth-of-type(2)>DIV.hiw-cinema__scene.hiw-scene-form:nth-of-type(2)>DIV.hiw-form-mockup:nth-of-type(1)>DIV.hiw-form-mockup__body:nth-of-type(2)","1","0,00%"
"601","HTML>BODY:nth-of-type(1)>DIV:nth-of-type(2)>SECTION.mkt-section:nth-of-type(4)>DIV.container:nth-of-type(2)>DIV.mkt-cards:nth-of-type(2)>DIV.mkt-card:nth-of-type(3)>DIV.mkt-card__footer:nth-of-type(2)>DIV.mkt-card__source:nth-of-type(1)","1","0,00%"
"602","#hiwCinema>DIV.hiw-cinema__step:nth-of-type(5)>DIV.hiw-cinema__card.hiw-cinema__card--final:nth-of-type(2)>DIV.hiw-cinema__scene.hiw-scene-launch:nth-of-type(2)>DIV.hiw-results:nth-of-type(2)","1","0,00%"
"603","#orbitHub>DIV.orbit-hub__node:nth-of-type(11)>DIV.orbit-node-card:nth-of-type(4)","1","0,00%"
"604","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(12)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__text:nth-of-type(1)>DIV.platform-panel__badge:nth-of-type(1)","1","0,00%"
"605","HTML>BODY:nth-of-type(1)>DIV:nth-of-type(2)>SECTION.faq-section.section--light:nth-of-type(15)","1","0,00%"
"606","HTML>BODY:nth-of-type(1)>DIV:nth-of-type(2)>SECTION.faq-section.section--light:nth-of-type(15)>DIV.container:nth-of-type(1)>DIV.faq-list.revealed:nth-of-type(2)","1","0,00%"
"607","#reframe>DIV.container:nth-of-type(1)>DIV.reframe-journey:nth-of-type(2)>DIV.reframe-phase.reframe-phase--win:nth-of-type(3)>DIV.reframe-verdict.reframe-verdict--win:nth-of-type(3)>DIV.rfm-result-scene:nth-of-type(1)>DIV.rfm-result-metrics:nth-of-type(2)>DIV.rfm-metric:nth-of-type(1)>SPAN.rfm-metric__val:nth-of-type(1)","1","0,00%"
"608","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(3)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__text:nth-of-type(1)>UL.platform-panel__features:nth-of-type(1)>LI:nth-of-type(1)","1","0,00%"
"609","#solucoes>DIV.container:nth-of-type(1)>DIV:nth-of-type(2)>DIV:nth-of-type(1)>DIV:nth-of-type(3)>A:nth-of-type(1)>IMG:nth-of-type(1)","1","0,00%"
"610","#orbitHub>DIV.orbit-hub__node:nth-of-type(11)>DIV.orbit-node-card:nth-of-type(4)>DIV.orbit-node-card__text:nth-of-type(3)","1","0,00%"
"611","#custo>DIV.container:nth-of-type(1)>DIV.cost-grid:nth-of-type(2)>DIV.cost-card.cost-card--orbit:nth-of-type(3)>DIV.cost-total:nth-of-type(7)>SPAN.cost-total__label:nth-of-type(1)","1","0,00%"
"612","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(8)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__image:nth-of-type(2)>DIV.platform-panel__mockup-main:nth-of-type(1)>DIV.pp-mock:nth-of-type(1)","1","0,00%"
"613","#orbitHub>DIV.orbit-hub__node:nth-of-type(6)>DIV.orbit-node-card:nth-of-type(4)>DIV.orbit-node-card__text:nth-of-type(3)","1","0,00%"
"614","HTML>BODY:nth-of-type(1)>DIV:nth-of-type(2)>SECTION.faq-section.section--light:nth-of-type(15)>DIV.container:nth-of-type(1)>DIV.faq-list:nth-of-type(2)>DETAILS.faq-item:nth-of-type(1)>DIV.faq-item__answer:nth-of-type(1)>P:nth-of-type(1)","1","0,00%"
"615","#solucoes>DIV.container:nth-of-type(1)>DIV.solutions-carousel__header.revealed:nth-of-type(1)","1","0,00%"
"616","#waPhones>DIV.wa-device:nth-of-type(3)>DIV.wa-device__frame:nth-of-type(1)>DIV.wa-chat:nth-of-type(3)","1","0,00%"
"617","#depoimentos>DIV.container:nth-of-type(1)>DIV.testi-columns:nth-of-type(2)>DIV.testi-column.testi-column--lg:nth-of-type(3)>DIV.testi-scroll:nth-of-type(1)>DIV.testi-card:nth-of-type(2)>DIV.testi-author:nth-of-type(1)","1","0,00%"
"618","#depoimentos>DIV.container:nth-of-type(1)","1","0,00%"
"619","#lead-form>DIV.form-group:nth-of-type(4)>LABEL:nth-of-type(1)","1","0,00%"
"620","#depoimentos>DIV.container:nth-of-type(1)>DIV.testi-header:nth-of-type(1)>P:nth-of-type(1)","1","0,00%"
"621","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(1)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__image:nth-of-type(2)>DIV.platform-panel__mockup-main:nth-of-type(1)>DIV.pp-mock:nth-of-type(1)>DIV.pp-mock__body:nth-of-type(2)>DIV.pp-mock__row:nth-of-type(4)","1","0,00%"
"622","#solucoes>DIV.container:nth-of-type(1)>DIV:nth-of-type(2)>DIV:nth-of-type(1)>DIV:nth-of-type(2)>A:nth-of-type(1)","1","0,00%"
"623","#reframe>DIV.container:nth-of-type(1)>DIV.reframe-journey:nth-of-type(2)>DIV.reframe-phase.reframe-phase--win:nth-of-type(3)>DIV.reframe-phase__tag.reframe-phase__tag--win:nth-of-type(1)","1","0,00%"
"624","#orbitHub>DIV.orbit-hub__node:nth-of-type(4)>DIV.orbit-node-card:nth-of-type(4)>DIV.orbit-node-card__bar:nth-of-type(4)>DIV.orbit-node-card__bar-label:nth-of-type(1)","1","0,00%"
"625","#para-quem>DIV.container:nth-of-type(1)>DIV.pq-grid:nth-of-type(2)>A.pq-card:nth-of-type(3)>DIV.pq-card__content:nth-of-type(1)>P:nth-of-type(1)","1","0,00%"
"626","#solucoes>DIV.container:nth-of-type(1)>DIV:nth-of-type(2)>DIV:nth-of-type(1)>DIV:nth-of-type(10)>A:nth-of-type(1)>DIV:nth-of-type(1)","1","0,00%"
"627","#planos-preview>DIV.container:nth-of-type(2)>DIV:nth-of-type(3)>DIV:nth-of-type(2)","1","0,00%"
"628","#waDots>BUTTON.wa-dot:nth-of-type(3)","1","0,00%"
"629","#waPhones>DIV.wa-device:nth-of-type(3)>DIV.wa-device__frame:nth-of-type(1)>DIV.wa-chat:nth-of-type(3)>DIV.wa-row.wa-row--left.wa-row--hidden:nth-of-type(3)>DIV.wa-bubble.wa-bubble--dark:nth-of-type(1)>P:nth-of-type(1)","1","0,00%"
"630","#orbitHub>DIV.orbit-hub__node:nth-of-type(6)>DIV.orbit-node-card:nth-of-type(4)>DIV.orbit-node-card__tags:nth-of-type(5)>SPAN.orbit-node-card__tag:nth-of-type(2)","1","0,00%"
"631","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(4)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__text:nth-of-type(1)>UL.platform-panel__features:nth-of-type(1)>LI:nth-of-type(1)","1","0,00%"
"632","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(2)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__image:nth-of-type(2)>DIV.platform-panel__mockup-main:nth-of-type(1)>DIV.pp-mock:nth-of-type(1)>DIV.pp-mock__body:nth-of-type(2)","1","0,00%"
"633","#hiwCinema>DIV.hiw-cinema__step:nth-of-type(4)>DIV.hiw-cinema__marker:nth-of-type(1)>SPAN.hiw-cinema__time:nth-of-type(1)","1","0,00%"
"634","#depoimentos>DIV.container:nth-of-type(1)>DIV.testi-columns:nth-of-type(2)>DIV.testi-column.testi-column--lg:nth-of-type(3)>DIV.testi-scroll:nth-of-type(1)>DIV.testi-card:nth-of-type(5)>P.testi-quote:nth-of-type(1)","1","0,00%"
